"chr"	"start"	"end"	"width"	"strand"	"annotation"	"geneCh"	"geneStart"	"geneEnd"	"geneLen"	"geneStr"	"geneID"	"distanceToTSS"	"MACSqValue"	"SRX_ID"	"TF"	"cell_type"
"chr8"	"51663532"	"51663898"	"367"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145547"	413	"SRX13008809"	"CTCF"	"HeartVentricles"
"chr8"	"51663536"	"51663850"	"315"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145595"	300	"SRX038602"	"CTCF"	"HUVEC"
"chr8"	"51663536"	"51663918"	"383"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145527"	681	"SRX13006721"	"CTCF"	"HeartVentricles"
"chr8"	"51663538"	"51663901"	"364"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145544"	361	"SRX7509463"	"CTCF"	"Aorta,Thoracic"
"chr8"	"51663540"	"51663926"	"387"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145519"	395	"SRX13006771"	"CTCF"	"HeartVentricles"
"chr8"	"51663541"	"51663927"	"387"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145518"	852	"SRX13007647"	"CTCF"	"HeartVentricles"
"chr8"	"51663543"	"51663886"	"344"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145559"	496	"SRX10475436"	"CTCF"	"HeartVentricles"
"chr8"	"51663544"	"51663840"	"297"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145605"	261	"SRX7089148"	"CTCF"	"TibialArteries"
"chr8"	"51663544"	"51663874"	"331"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145571"	283	"SRX13008748"	"CTCF"	"HeartVentricles"
"chr8"	"51663547"	"51663887"	"341"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145558"	727	"SRX16495589"	"CTCF"	"HeartVentricles"
"chr8"	"51663548"	"51663841"	"294"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145604"	429	"SRX10976745"	"CTCF"	"HeartVentricles"
"chr8"	"51663551"	"51663845"	"295"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145600"	1000	"SRX080344"	"CTCF"	"HPAF"
"chr8"	"51663556"	"51663838"	"283"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145607"	542	"SRX13007981"	"CTCF"	"HeartVentricles"
"chr8"	"51663562"	"51663892"	"331"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145553"	540	"SRX13006678"	"CTCF"	"HeartVentricles"
"chr8"	"51663563"	"51663812"	"250"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145633"	1000	"SRX080414"	"CTCF"	"HPAF"
"chr8"	"51663563"	"51663839"	"277"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145606"	831	"SRX199905"	"CTCF"	"HCM"
"chr8"	"51663565"	"51663853"	"289"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145592"	560	"SRX067467"	"CTCF"	"HUVEC"
"chr8"	"51663566"	"51663872"	"307"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145573"	328	"SRX10976905"	"CTCF"	"HeartVentricles"
"chr8"	"51663567"	"51663846"	"280"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145599"	787	"SRX16499926"	"CTCF"	"HeartVentricles"
"chr8"	"51663567"	"51663890"	"324"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145555"	703	"SRX13006679"	"CTCF"	"HeartVentricles"
"chr8"	"51663567"	"51663897"	"331"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145548"	695	"SRX13005478"	"CTCF"	"HeartVentricles"
"chr8"	"51663568"	"51663914"	"347"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145531"	634	"SRX16495588"	"CTCF"	"HeartVentricles"
"chr8"	"51663570"	"51663835"	"266"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145610"	401	"SRX13007982"	"CTCF"	"HeartVentricles"
"chr8"	"51663570"	"51663854"	"285"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145591"	321	"SRX7509663"	"CTCF"	"Aorta"
"chr8"	"51663571"	"51663899"	"329"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145546"	532	"SRX5457395"	"CTCF"	"HeartVentricles"
"chr8"	"51663572"	"51663829"	"258"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145616"	235	"SRX13009190"	"CTCF"	"HeartVentricles"
"chr8"	"51663573"	"51663919"	"347"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145526"	393	"SRX13008810"	"CTCF"	"HeartVentricles"
"chr8"	"51663580"	"51663833"	"254"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145612"	687	"SRX16499925"	"CTCF"	"HeartVentricles"
"chr8"	"51663582"	"51663881"	"300"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145564"	387	"SRX10976906"	"CTCF"	"HeartVentricles"
"chr8"	"51663585"	"51663842"	"258"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145603"	395	"SRX080406"	"CTCF"	"HBMEC"
"chr8"	"51663592"	"51663828"	"237"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145617"	878	"SRX080395"	"CTCF"	"HCFaa"
"chr8"	"51663595"	"51663860"	"266"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145585"	252	"SRX10476797"	"CTCF"	"HeartVentricles"
"chr8"	"51663606"	"51663871"	"266"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145574"	953	"SRX3040156"	"STAG1"	"Coronaryarteryendothelialcells"
"chr8"	"51663608"	"51663804"	"197"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145641"	1000	"SRX031246"	"CTCF"	"HUVEC"
"chr8"	"51663608"	"51663804"	"197"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145641"	1000	"SRX102980"	"CTCF"	"HUVEC"
"chr8"	"51663608"	"51663816"	"209"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145629"	470	"SRX080412"	"CTCF"	"HUVEC"
"chr8"	"51663608"	"51663864"	"257"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145581"	481	"SRX199885"	"CTCF"	"HCM"
"chr8"	"51663612"	"51663856"	"245"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145589"	201	"SRX10976744"	"CTCF"	"HeartVentricles"
"chr8"	"51663615"	"51663827"	"213"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145618"	353	"SRX038603"	"CTCF"	"HUVEC"
"chr8"	"51663619"	"51663840"	"222"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145605"	231	"SRX13009185"	"CTCF"	"HeartVentricles"
"chr8"	"51663620"	"51663846"	"227"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145599"	252	"SRX5457329"	"CTCF"	"Coronaryarterycells"
"chr8"	"51663624"	"51663878"	"255"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145567"	384	"SRX2559014"	"RAD21"	"HUVEC"
"chr8"	"51663626"	"51663928"	"303"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145517"	345	"SRX13006772"	"CTCF"	"HeartVentricles"
"chr8"	"51663630"	"51663803"	"174"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145642"	403	"SRX080337"	"CTCF"	"HUVEC"
"chr8"	"51663631"	"51663856"	"226"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145589"	530	"SRX2559013"	"RAD21"	"HUVEC"
"chr8"	"51663633"	"51663827"	"195"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145618"	343	"SRX3040157"	"STAG2"	"Coronaryarteryendothelialcells"
"chr8"	"51663637"	"51663771"	"135"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145674"	298	"SRX080329"	"CTCF"	"AoAF"
"chr8"	"51663674"	"51663854"	"181"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"145591"	216	"SRX2559011"	"RAD21"	"HUVEC"
"chr8"	"51718414"	"51718667"	"254"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90778"	268	"SRX13009264"	"CTCF"	"HeartVentricles"
"chr8"	"51718459"	"51718684"	"226"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90761"	235	"SRX16499926"	"CTCF"	"HeartVentricles"
"chr8"	"51718467"	"51718726"	"260"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90719"	228	"SRX5457151"	"CTCF"	"HeartVentricles"
"chr8"	"51718478"	"51718680"	"203"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90765"	224	"SRX13007981"	"CTCF"	"HeartVentricles"
"chr8"	"51718507"	"51718666"	"160"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90779"	216	"SRX080414"	"CTCF"	"HPAF"
"chr8"	"51718515"	"51718651"	"137"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90794"	269	"SRX031246"	"CTCF"	"HUVEC"
"chr8"	"51718515"	"51718651"	"137"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"90794"	269	"SRX102980"	"CTCF"	"HUVEC"
"chr8"	"51719802"	"51720138"	"337"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89307"	798	"SRX8588626"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51719810"	"51720119"	"310"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89326"	470	"SRX8588625"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51719825"	"51720107"	"283"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89338"	1000	"SRX2207672"	"RELA"	"HUVEC"
"chr8"	"51719825"	"51720152"	"328"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89293"	950	"SRX070879"	"FOS"	"HUVEC"
"chr8"	"51719828"	"51720105"	"278"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89340"	524	"SRX7054619"	"RELA"	"HAEC"
"chr8"	"51719834"	"51720152"	"319"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89293"	1000	"SRX150664"	"FOS"	"HUVEC"
"chr8"	"51719836"	"51720119"	"284"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89326"	1000	"SRX2207673"	"RELA"	"HUVEC"
"chr8"	"51719836"	"51720120"	"285"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89325"	687	"SRX7054671"	"RELA"	"HAEC"
"chr8"	"51719836"	"51720124"	"289"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89321"	419	"SRX7054663"	"RELA"	"HAEC"
"chr8"	"51719836"	"51720131"	"296"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89314"	420	"SRX7054617"	"RELA"	"HAEC"
"chr8"	"51719837"	"51720107"	"271"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89338"	591	"SRX7054657"	"RELA"	"HAEC"
"chr8"	"51719839"	"51720056"	"218"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89389"	307	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr8"	"51719840"	"51720109"	"270"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89336"	301	"SRX7054661"	"RELA"	"HAEC"
"chr8"	"51719842"	"51720123"	"282"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89322"	330	"SRX7054621"	"RELA"	"HAEC"
"chr8"	"51719843"	"51720104"	"262"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89341"	462	"SRX7054666"	"RELA"	"HAEC"
"chr8"	"51719844"	"51720121"	"278"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89324"	751	"SRX7055007"	"RELA"	"HAEC"
"chr8"	"51719846"	"51720113"	"268"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89332"	258	"SRX2671792"	"EP300"	"Cardiacprogenitorcells"
"chr8"	"51719848"	"51720134"	"287"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89311"	1000	"SRX2355072"	"JUN"	"HAEC"
"chr8"	"51719850"	"51720082"	"233"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89363"	544	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr8"	"51719851"	"51720094"	"244"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89351"	310	"SRX7054618"	"RELA"	"HAEC"
"chr8"	"51719857"	"51720114"	"258"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89331"	388	"SRX7054664"	"RELA"	"HAEC"
"chr8"	"51719858"	"51720125"	"268"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89320"	430	"SRX7054614"	"RELA"	"HAEC"
"chr8"	"51719860"	"51720089"	"230"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89356"	292	"SRX7054670"	"RELA"	"HAEC"
"chr8"	"51719861"	"51720084"	"224"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89361"	296	"SRX7054659"	"RELA"	"HAEC"
"chr8"	"51719863"	"51720102"	"240"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89343"	1000	"SRX2355073"	"JUN"	"HAEC"
"chr8"	"51719864"	"51720062"	"199"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89383"	359	"SRX2207671"	"RELA"	"HUVEC"
"chr8"	"51719864"	"51720100"	"237"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89345"	205	"SRX7054668"	"RELA"	"HAEC"
"chr8"	"51719869"	"51720067"	"199"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89378"	216	"SRX7055008"	"RELA"	"HAEC"
"chr8"	"51719871"	"51720095"	"225"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89350"	260	"SRX2355074"	"JUNB"	"HAEC"
"chr8"	"51719873"	"51720097"	"225"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89348"	266	"SRX7055004"	"RELA"	"HAEC"
"chr8"	"51719876"	"51720088"	"213"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89357"	228	"SRX2207670"	"RBPJ"	"HUVEC"
"chr8"	"51719877"	"51720099"	"223"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89346"	228	"SRX7055006"	"RELA"	"HAEC"
"chr8"	"51719879"	"51720074"	"196"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89371"	452	"SRX2355085"	"RELA"	"HAEC"
"chr8"	"51719880"	"51720054"	"175"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89391"	290	"SRX7054609"	"RELA"	"HAEC"
"chr8"	"51719886"	"51720115"	"230"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89330"	234	"SRX7054611"	"RELA"	"HAEC"
"chr8"	"51719891"	"51720080"	"190"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89365"	475	"SRX2734392"	"NFE2L2"	"HAEC"
"chr8"	"51719895"	"51720093"	"199"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89352"	369	"SRX2734393"	"NFE2L2"	"HAEC"
"chr8"	"51719896"	"51720057"	"162"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89388"	271	"SRX5527658"	"ERG"	"HUVEC"
"chr8"	"51719900"	"51720123"	"224"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89322"	282	"SRX7054615"	"RELA"	"HAEC"
"chr8"	"51719901"	"51720079"	"179"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89366"	251	"SRX7054942"	"ERG"	"HAEC"
"chr8"	"51719903"	"51720109"	"207"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89336"	315	"SRX150358"	"JUN"	"HUVEC"
"chr8"	"51719922"	"51720125"	"204"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"89320"	223	"SRX070878"	"FOS"	"HUVEC"
"chr8"	"51728003"	"51728284"	"282"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"81161"	643	"SRX699737"	"JUN"	"HCASMC"
"chr8"	"51728004"	"51728295"	"292"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"81150"	628	"SRX699738"	"JUND"	"HCASMC"
"chr8"	"51735580"	"51735803"	"224"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"73642"	210	"SRX4797397"	"LMNA"	"Myocytes,Cardiac"
"chr8"	"51775948"	"51776103"	"156"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"33342"	400	"SRX189725"	"EP300"	"HUVEC"
"chr8"	"51775952"	"51776085"	"134"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"33360"	205	"SRX189724"	"EP300"	"HUVEC"
"chr8"	"51775953"	"51776065"	"113"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"33380"	201	"SRX189723"	"EP300"	"HUVEC"
"chr8"	"51785237"	"51785466"	"230"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"23979"	216	"SRX699738"	"JUND"	"HCASMC"
