"chr"	"start"	"end"	"width"	"strand"	"annotation"	"geneCh"	"geneStart"	"geneEnd"	"geneLen"	"geneStr"	"geneID"	"distanceToTSS"	"MACSqValue"	"SRX_ID"	"TF"	"cell_type"
"chr2"	"1707850"	"1708307"	"458"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36545"	494	"SRX7055007"	"RELA"	"HAEC"
"chr2"	"1707852"	"1708184"	"333"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36668"	268	"SRX7054660"	"RELA"	"HAEC"
"chr2"	"1707852"	"1708270"	"419"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36582"	325	"SRX7054622"	"RELA"	"HAEC"
"chr2"	"1707855"	"1708274"	"420"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36578"	813	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1707855"	"1708396"	"542"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36456"	321	"SRX8588625"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1707857"	"1708284"	"428"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36568"	255	"SRX7055008"	"RELA"	"HAEC"
"chr2"	"1707859"	"1708139"	"281"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36713"	384	"SRX699733"	"TCF21"	"HCASMC"
"chr2"	"1707859"	"1708253"	"395"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36599"	333	"SRX7055004"	"RELA"	"HAEC"
"chr2"	"1707864"	"1708232"	"369"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36620"	399	"SRX7055006"	"RELA"	"HAEC"
"chr2"	"1707868"	"1708253"	"386"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36599"	428	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1707868"	"1708270"	"403"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36582"	515	"SRX8588640"	"KLF4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1707871"	"1708251"	"381"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36601"	204	"SRX2355073"	"JUN"	"HAEC"
"chr2"	"1707876"	"1708107"	"232"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36745"	259	"SRX5527658"	"ERG"	"HUVEC"
"chr2"	"1707883"	"1708224"	"342"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36628"	336	"SRX8588639"	"KLF4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1707885"	"1708272"	"388"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36580"	206	"SRX7054659"	"RELA"	"HAEC"
"chr2"	"1707886"	"1708253"	"368"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36599"	274	"SRX7054662"	"RELA"	"HAEC"
"chr2"	"1707908"	"1708265"	"358"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36587"	323	"SRX7054663"	"RELA"	"HAEC"
"chr2"	"1707918"	"1708272"	"355"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36580"	368	"SRX2207671"	"RELA"	"HUVEC"
"chr2"	"1707922"	"1708065"	"144"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36787"	247	"SRX3601958"	"ERG"	"HUVEC"
"chr2"	"1707923"	"1708307"	"385"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36545"	409	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1707941"	"1708121"	"181"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36731"	301	"SRX220062"	"PGR"	"HUVEC"
"chr2"	"1707953"	"1708274"	"322"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36578"	238	"SRX2207670"	"RBPJ"	"HUVEC"
"chr2"	"1707995"	"1708249"	"255"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36603"	209	"SRX2207669"	"NOTCH1"	"HUVEC"
"chr2"	"1708055"	"1708744"	"690"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36108"	297	"SRX5527615"	"EP300"	"HUVEC"
"chr2"	"1708115"	"1708284"	"170"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36568"	366	"SRX150651"	"MAX"	"HUVEC"
"chr2"	"1708136"	"1708275"	"140"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36577"	222	"SRX080151"	"MYC"	"HUVEC"
"chr2"	"1708136"	"1708275"	"140"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36577"	225	"SRX102997"	"MYC"	"HUVEC"
"chr2"	"1708230"	"1708761"	"532"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"36091"	390	"SRX5527617"	"EP300"	"HUVEC"
"chr2"	"1708820"	"1709177"	"358"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35675"	454	"SRX7089226"	"CTCF"	"Rightatriumauricularregion"
"chr2"	"1708835"	"1709197"	"363"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35655"	559	"SRX13009263"	"CTCF"	"HeartVentricles"
"chr2"	"1708844"	"1709210"	"367"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35642"	365	"SRX7089227"	"CTCF"	"Rightatriumauricularregion"
"chr2"	"1708848"	"1709180"	"333"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35672"	688	"SRX13007648"	"CTCF"	"HeartVentricles"
"chr2"	"1708851"	"1709187"	"337"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35665"	638	"SRX13007647"	"CTCF"	"HeartVentricles"
"chr2"	"1708856"	"1709207"	"352"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"35645"	594	"SRX13009264"	"CTCF"	"HeartVentricles"
"chr2"	"1715105"	"1715685"	"581"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29167"	1000	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1715112"	"1715634"	"523"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29218"	1000	"SRX2207672"	"RELA"	"HUVEC"
"chr2"	"1715159"	"1715611"	"453"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29241"	483	"SRX1116232"	"EP300"	"HUVEC"
"chr2"	"1715187"	"1715590"	"404"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29262"	440	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1715193"	"1715518"	"326"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29334"	201	"SRX2207671"	"RELA"	"HUVEC"
"chr2"	"1715198"	"1715615"	"418"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29237"	588	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1715204"	"1715522"	"319"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29330"	232	"SRX2207669"	"NOTCH1"	"HUVEC"
"chr2"	"1715212"	"1715539"	"328"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29313"	225	"SRX5527658"	"ERG"	"HUVEC"
"chr2"	"1715213"	"1715551"	"339"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29301"	284	"SRX294971"	"RELA"	"HUVEC"
"chr2"	"1715219"	"1715519"	"301"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29333"	377	"SRX3601958"	"ERG"	"HUVEC"
"chr2"	"1715235"	"1715529"	"295"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29323"	252	"SRX7055004"	"RELA"	"HAEC"
"chr2"	"1715252"	"1715549"	"298"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29303"	329	"SRX7054617"	"RELA"	"HAEC"
"chr2"	"1715269"	"1715517"	"249"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29335"	225	"SRX7054663"	"RELA"	"HAEC"
"chr2"	"1715298"	"1715561"	"264"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29291"	264	"SRX7054619"	"RELA"	"HAEC"
"chr2"	"1715303"	"1715600"	"298"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29252"	415	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1715310"	"1715694"	"385"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"29158"	229	"SRX5548892"	"FOXO1"	"HUVEC"
"chr2"	"1715766"	"1716055"	"290"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"28797"	750	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1717166"	"1717573"	"408"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27279"	762	"SRX7054615"	"RELA"	"HAEC"
"chr2"	"1717174"	"1717514"	"341"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27338"	674	"SRX7054671"	"RELA"	"HAEC"
"chr2"	"1717178"	"1717539"	"362"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27313"	403	"SRX7054661"	"RELA"	"HAEC"
"chr2"	"1717193"	"1717517"	"325"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27335"	370	"SRX2355072"	"JUN"	"HAEC"
"chr2"	"1717196"	"1717583"	"388"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27269"	401	"SRX8588624"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1717197"	"1717527"	"331"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27325"	416	"SRX7054617"	"RELA"	"HAEC"
"chr2"	"1717198"	"1717529"	"332"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27323"	294	"SRX7054611"	"RELA"	"HAEC"
"chr2"	"1717203"	"1717507"	"305"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27345"	324	"SRX7055007"	"RELA"	"HAEC"
"chr2"	"1717204"	"1717524"	"321"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27328"	369	"SRX7054666"	"RELA"	"HAEC"
"chr2"	"1717209"	"1717475"	"267"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27377"	336	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1717210"	"1717495"	"286"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27357"	224	"SRX7055004"	"RELA"	"HAEC"
"chr2"	"1717217"	"1717491"	"275"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27361"	237	"SRX7054609"	"RELA"	"HAEC"
"chr2"	"1717226"	"1717521"	"296"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27331"	1000	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1717227"	"1717503"	"277"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27349"	218	"SRX7054667"	"RELA"	"HAEC"
"chr2"	"1717238"	"1717497"	"260"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27355"	215	"SRX7054618"	"RELA"	"HAEC"
"chr2"	"1717249"	"1717475"	"227"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27377"	240	"SRX7054660"	"RELA"	"HAEC"
"chr2"	"1717273"	"1717509"	"237"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27343"	584	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1717275"	"1717455"	"181"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"27397"	208	"SRX7054621"	"RELA"	"HAEC"
"chr2"	"1720879"	"1721043"	"165"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23809"	244	"SRX080395"	"CTCF"	"HCFaa"
"chr2"	"1721200"	"1722141"	"942"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22711"	397	"SRX8588626"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1721201"	"1721578"	"378"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23274"	1000	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1721206"	"1721575"	"370"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23277"	1000	"SRX2207672"	"RELA"	"HUVEC"
"chr2"	"1721228"	"1721478"	"251"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23374"	310	"SRX7054616"	"RELA"	"HAEC"
"chr2"	"1721228"	"1721481"	"254"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23371"	280	"SRX7054664"	"RELA"	"HAEC"
"chr2"	"1721230"	"1721557"	"328"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23295"	382	"SRX7054670"	"RELA"	"HAEC"
"chr2"	"1721232"	"1722114"	"883"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22738"	299	"SRX8588624"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1721239"	"1721533"	"295"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23319"	632	"SRX2207671"	"RELA"	"HUVEC"
"chr2"	"1721244"	"1721595"	"352"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23257"	739	"SRX150664"	"FOS"	"HUVEC"
"chr2"	"1721246"	"1721471"	"226"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23381"	284	"SRX7055004"	"RELA"	"HAEC"
"chr2"	"1721248"	"1721545"	"298"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23307"	946	"SRX7055007"	"RELA"	"HAEC"
"chr2"	"1721249"	"1721563"	"315"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23289"	478	"SRX070879"	"FOS"	"HUVEC"
"chr2"	"1721253"	"1721545"	"293"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23307"	537	"SRX7054619"	"RELA"	"HAEC"
"chr2"	"1721254"	"1721486"	"233"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23366"	241	"SRX7055006"	"RELA"	"HAEC"
"chr2"	"1721255"	"1721480"	"226"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23372"	264	"SRX7054662"	"RELA"	"HAEC"
"chr2"	"1721255"	"1721530"	"276"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23322"	379	"SRX7054661"	"RELA"	"HAEC"
"chr2"	"1721260"	"1721513"	"254"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23339"	383	"SRX7054663"	"RELA"	"HAEC"
"chr2"	"1721261"	"1721543"	"283"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23309"	314	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1721261"	"1721584"	"324"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23268"	344	"SRX1116232"	"EP300"	"HUVEC"
"chr2"	"1721265"	"1721524"	"260"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23328"	392	"SRX7054666"	"RELA"	"HAEC"
"chr2"	"1721270"	"1721515"	"246"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23337"	291	"SRX7054617"	"RELA"	"HAEC"
